,reviews,sentiment
8183,그..하나의......,0
8184,이거 왜 광주에서 개봉안하나요?이영화 보려면 어디가서 봐야하나요 아나,0
8185,진짜 제미 없다///,0
8186,걍 여고괴담 이건1빼곤 다 배우빨같다1은 진짜 반전이 최고엿다만 다만 옛날거라는게 아쉽 솔까 여고괴담1은 지금2014년 기술력으로하면 좋앗을터인데,0
8187,너무 재미있어요! 꼭 한번 보세요!,1
8188,진짜재밌다~슈렉이인기많은이유를알겠네요ㅎㅎ고양이랑생강빵맨완전귀여운데!ㅋㅋㅋ,1
8189,코미디영화니까 이것저것 따지지말고 그냥 가볍게 보면 돼.,0
8190,기수 아저씨가 매우 아름답다..,1
8191,이영화보면 느끼는게 브래들리쿠퍼 존나 때리고싶다 씹10tenbird 졷나 말안들어 짜증나게,0
8192,무삭제가 죽여주는영화,1
8193,너무 지조없고 웃음이 많은 베키. 마무리 너무했다.,0
8194,극장 안은 감동의 도가니였습니다,0
8195,이거죠~이거!!!!,1
8196,단언컨대 메디컬 드라마중 단연최고입니다.,1
8197,진짜 저런거 있었으면 좋겠다 개부럽네,1
8198,시간많고 할일없음 보긴괜찮네요,0
8199,이영화 보면서 많이 울었네요,1
8200,뭐 하나 부족한건 없다. 가끔 tv에서 보면 재밌음,1
8201,OOO기영화,0
8202,아..정말 재미없는 이야기..,0
8203,재밌게 봤습니다 ㅋㅋ!,1
8204,왜 아빠를 보고도 못알아보는거니??뚱뚱한앤쵸지랑 닮았고 선글라스는 시노랑 닮았는데속터져 죽을뻔,0
8205,4편부터 서서히 쌓인 피로도의 정점,0
8206,정말 재밌었던 드라마,1
8207,난해한 미디어를 접했을 때 신기하거나 뭔가 모를 엄청난게 있다고 생각이 드는 사람은 천재적이라 하고 반감이 드는 사람은 쓰레기라 평한다. 난 후자. 이 인간 영화는 그냥 쓰레기.,0
8208,ㅁㅇ평점 조절 들어갑니다,1
8209,본 듯한 장면들의 다운그레이드 버전,0
8210,전기세가 아깝다!!!,0
8211,뭐긴뭐야 니 얼굴같은 영화임,0
8212,이거보고 재밌다는 건 초딩 혹은 초딩 정신의 학생임.액션도 졸라 유치하고 시시함 걍 액션이 아님.10대 미만이 보기에 좋을 듯.,0
8213,당시 성장기때 영화 포스터 보고 꼴려서 봤다 없는 돈 탈탈 털어서..보다가 배알 꼴려서 나갔다 나중에 보니 짜장면씬은 정말 역사에 남을 명장면,0
8214,아름답지도 않은 여주인공이 이렇게 매력적일줄이야...해리슨 포드의 마지막 요리장면은 정말 백미였음...,1
8215,성룡.. 전설의 시작~~,1
8216,최악,0
8217,"로이킴,딕펑스,정준영 매력적이지 못했다 갈수록 흡입력이 왜 이리 떨어지지....",0
8218,한국영화의 한계다. 내 눈을 파버리고 싶다.,0
8219,강렬..먹먹한 여운.........,1
8220,환타스틱 하네,0
8221,99급영화 이런영화만들려고 시간 낭비라니..,0
8222,2003년에 알바 진짜 많구나 진짜 수준하고는,1
8223,반개도 아깝다..,0
8224,"연출, 연기, 각본 3박자 모든 면에서 이 보다 나쁠 수는 없다",0
8225,좋은데 뭔가 미지근한 느낌..아름다운 영화,1
8226,배우 각본 연출 어느것하나 잘하질 못하다.,0
8227,진짜....대박 허허허허 게일이 너무 멋있었다 랜디도 귀여움 허힝,1
8228,마지막 자동차 전투씬최고네요,1
8229,묘하긴 한데...,0
8230,역대급 쓰레기 영화 이것도 연기라고 하나..,0
8231,가끔 나오는 괜찮은 영화,1
8232,박현지 악역좀그만 눈 치켜뜨고 부릅뜨는씬 정말어설퍼요큰키로 걸음걸이도 맘에안들고,0
8233,아이들이랑 으리가 없다,0
8234,너무 시대를 앞서 나온 영화.,1
8235,타겟잘못 잡아서 복수하는 내용 히키코모리하고 전혀 무관한 영화,0
8236,억지같은 주장을 하는 피의자편에 서서 권력과 명예를 가진 모든 사람들을 파렴치한으로 비추어보는 아주 극단적인 영화여서 보는 내내 불편하고 한심했어요,0
8237,저는재미있게밨습니다,1
8238,인물들 너나 할거 없이 욕이 절반이고 바티스타 담배피는 씬이 절반임ㅋㅋ실망,0
8239,집에 테이프가 있길래 봤는데.................,1
8240,와우...........ㅎ 멋지다,1
8241,내 인생 최고의 혁명 10 26 혁명!,1
8242,방금 다운받은 내가 호갱이다,0
8243,평생에 이런 영화를 몇번이나 더 볼 수 있을까? 최고다,1
8244,일점도 아깝다.. 개콘애들 성우쓴게 제일 패착..,0
8245,아니 그럼 님들아 님들이 이영화를 직접만들어보세요얼마나 잘만드나 한번보자,1
8246,너덜너덜 짜깁기한 누더기에다 리본까지 달려고 하니..,0
8247,유치한 설정에 유치한 후반부,0
8248,감독이 꽤나 심각한 영화를 보여주고 싶었던거 같은데.... 보는 나는 전혀 심각하게 다가오지 않았다. 절친어머니의 죽음에 관여한 친구란 자극적인 소재를 이렇게 심심하게 풀다니;,0
8249,만년 감독지망생과 그의 가족의 애환을 다룬 베스트극장.,0
8250,"이건 머 전부 30세 금 변태 게이 영화 ,,",0
8251,큰 의미없이 연결'만' 되는 살인들.,0
8252,브라보! 영화를 보면서도 보고 난 후에도 눈물이 절로 흐른다,1
8253,영화가 아니라 다큐멘터리.,0
8254,이건뭐...호러도아닌것이 개그도아닌것이 좀 답답하고 짜증나는영화,0
8255,이게 영화인지.. 쓰레기인지... 암튼 재미없다,0
8256,아진짜 살인에 충동을느낀다..아진짜 !!!!!모냐고요!!,0
8257,:>재미있고 유쾌한 작품 입니다,1
8258,제점수는요,0
8259,다른 사람들에겐 B급이겠지만 나에겐 A++++++ 퍼펙트 영화였음!!,1
8260,세월을 되돌리다.,0
8261,매우매우 재미있어용 강추 강추 ost도 쫭 겁나 조으디,1
8262,...,0
8263,마지막 선생님과 학생들이 이별할때 참 마음아프다,1
8264,"가슴이 따뜻해지고, 훈훈한 감도을 주는 최고의 시리즈물",1
8265,진짜 재미없었다. 남는 것도 없고...,0
8266,어떻게 사기꾼을 미화하나.. 참 한심하다. 그저 쓰레기같은 영화일뿐 그 이상도 그 이하도 아니다.,0
8267,영화 보는동안 97년작 볼케이노가 훨씬 낫다고 내내 생각했다,0
8268,"그래픽은 좋은데 재미가 없어요. 스토리가 루즈하기도하고,감동도 액션도 없고.",0
8269,욕나온다. 시간참 아깝다.,0
8270,공포영화인줄알고 봤다가 큰코다쳤네 졸리다 귀신도 졸라 웃기고,0
8271,저예산 저시간 영화의 아픔. 10점드립니다.,1
8272,이건 개꿀잼이다 한번보고 두번 보고 자꾸만 보고싶네,1
8273,몽골의영웅을 왜 중국놈들이 자기들 영웅인양 그려내냐 젖같다 짱개 놈들,0
8274,예전에봤었는데 지금 티비에서 해주는거또봐도 물서움...,1
8275,이런게 말이 필요없는 명작이다...,1
8276,"영화가 게임의 해를 끼치게 하였다... 영화의 배우들은 완벽했으나 분위기만 살리고, 스토리의 반도 보여주지 않은채 영화를 만들었다. 액션씬은 그나마 괜찮았다. 액션씬은 별점 3개 정도가 괜찮으나 영화자체는 1점 그 이하다...",0
8277,서태지.그야말로 대한민국 음악계의전설!,1
8278,괜찮은데 약간 이해 안된듯,1
8279,임은경이 살고싶다라는 대사만 200번은 하는듯...질린다..,0
8280,"결말이 미흡하다....몰입감은 그다지 없고,, 공포감도 찾기어렵다.",0
8281,재밌다 캐릭터도 살아있고,1
8282,"무엇을 말하려는지,,,모르겟고 너무 지루햇어요 시간 버린 느낌",0
8283,여배우노력한거 10점.,1
8284,실망이다 ㅡㅡ 기대하고 봤는데... 월러스가 처형당하는데 가만히 지켜만 보고 있는 새 끼들 뭐냐고 ㅡㅡ 너무 허무함,0
8285,다시 보고싶은데 아무리 찾아도 없다..,1
8286,다 큰 분께서...,0
8287,다문화는 이미 유럽에서 실패한정책,0
8288,"내 생의 최고의 영화인 헤드윅, 이 내용이 실화일까?라는 생각이 들 정도로 이야기와 노래 연기력이 대단했다. 그 보다 더 대단한 주제까지 감동이예요",1
8289,관객을 뭘루 아는겨 좀더 힘내서 다른작품 잘 만들어 봐봐 깜바테 알았지,0
8290,발기부전 로리타 컴플렉스 노인네,0
8291,특별한 날 TV에서 자주 해줬던 한국 전쟁영화 수작.배우들의 뛰어난 연기와 젊었을때의 독고영재의 연기도 인상적이고 마지막 장면은 오래도록 기억에 남는 명장면임. 배우 김만의 슬픈 모습과 함께 흘러나오는 노래는 잊혀지지 않는 여운을 남김.,1
8292,7광구와 비슷...말도 안되는 생명체...진화의 허구 총정리물,0
8293,이게 10점이라니 난 반댈세,0
8294,"재밌었어요 존 크라볼타 역시 멋지구, 근데 인물이름 많긴하대요,마지막반전!ㅋ",1
8295,몇번을 다시 봐도 2008년 제작된 애니라고 보기 어려울 정도...후속편을 기다리지만 기약이 없다...스토리와 연출을 그대로 일본애들이 했다는 사실이 참 부럽다..,1
8296,자동차액션이 죽인다. 전편들에선 파괴적인 화려함이였다면 여기선 기술적인 화려함이 돋보임. 7에서 한의 죽음에 관한 언급을 살짝 끼워넣는것은 포인트.,1
8297,몇년전 그렇게 유행했던 뱀파이어 판타지물 원조가 이거였구나 유치할줄알고 안보다가 보니 이게뭐라고 짧은절정부분에서 긴장감이 대단했음..그리고 수많은불륜녀중 하나인 그녀가 왜 이렇게 유명했는지 알겠다 오 크리스틴스튜어트 매력...,1
8298,이무영과 박찬욱 JSA성공빨이 오래가지못했네. 넘재미없었다. 이무영 박찬욱의 잔혹.무미건조.냉소 조금은 쌩뚱맞고 지저분한 그런스타일이 흥행과는 거리가멀고 늘매치가되지않지. 극중내용과 휴머니스트라는 역설적인 제목이 딱히 그닥 대단하게 와닿지두않구..,0
8299,내가본 예능중에 제일 최악이였어요. 분량배분도못하고 mc분들 횡설수설하는것도다보이고 수위조절못하고 똑같은 이야기만 반이상하고 이럴꺼면 나머지 게스트분들은 왜불렀습니까?하... 얼마나 답답하면 내가 평점을쓰고있노,0
8300,배우들이 너무 배우처럼 안 생겼다 -_-,0
8301,나랑 너무 같은 상황이다..,1
8302,개콘빠들 빼곤 알거다 밤바야때 부터 이어진 개콘이 웃찿사한테 밀렸던 시절보다 더더욱 최악으로 떨어졌다 얼굴로 미는 개그 유행어만 미는 개그 광고를 찍으려고 하는 개그들이 눈에 보이는 개콘 도대체 서수민은 얼마나 높길래 이따구로 만들어놓고 잘리질않는가,0
8303,어휴.....,0
8304,처음엔 그저 강동원이 보였지만 두번 세번 보니 이청아도 매력있고 예쁜게 보인다,1
8305,참 캐스팅이 좋았던 영화..여자땜에 어처구니 없이 빌빌대는 장면 없어서 좋았음..절제된 맛이 백미였던...그런데 주인공이 68년생이라니..후덜덜...20-30대로 봤는데..,1
8306,평점에 속은 영화.. 그러나 생각하게 만드는 영화..,0
8307,으어어어ㅇ어ㅈ어ㅈㄷㄹ어어엉무섭다 무서워 1점!!,0
8308,1편은 차암 재밌었는데...,0
8309,평점 1점대 가자 ㄱㄱㄱ!,0
8310,정말 실망스러운 드라마,0
8311,이야기 흐름이 산만하고 유치함,0
8312,OO이란 케릭터가 너무 멋있다.,1
8313,개는왜죽여써..가슴아픔ㅠㅠ,1
8314,이런 영화는 지루할 것 같지? 아니야~ 진짜 아니야~,1
8315,태국판 개인교수인가?,0
8316,자기 성찰과 번성을 하게 해 주는 영화입니다.,1
8317,모두가 아프고 아픈 아들들과 아버지들입니다...,1
8318,회를 거듭할수록 유치한드라마로전락하고있다 초반 나름 유쾌하고 신선했는데 점점 실망스럽게 변해가고있다!,0
8319,한석규..영화가 아니라 현실이라고 해도 의심치않게해줄 최고의배우,1
8320,이하늬 발연기는 사실이니까 알바라고 개솔은 하지 마세요,0
8321,"전개는 무리수였으나, 사회적 문제를 걸고넘어지는 게 매력",1
8322,거대한 산은 얼굴이 많다-김혜리 기자,1
8323,"내평점시즌3 총제작비800억!! 그 멋진 각본을 연출 연기 배경 음악 CG 등등 정말 멋지게 옮겨놨다.. 기본 배경,인물에대해 제대로 알고 나서 스포 안당하고 시즌 1부터 보면 재미100배이다 ..정말 역대급이다. 갈수록 조프리는 연기가 쩌는듯..",1
8324,영화만드는게 장난이냐,0
8325,주인공이 너무 굼뜨고 답답해서 짜증남.. 긴박한 상황인데도 느릿느릿 보다가 속터지는 영화,0
8326,이건 무슨 영화가 아니라 해설집 같다. 너무 친절해도 문제다,0
8327,리셋된 세상의 인간사회는 초기 인간사회와 비슷할까? 다만 극단적인 환경 그 차이뿐? 식인까지 할... 그 속에서 얽히고 설키는 인간관계들 ... 공포영화? 헐~~ 헬.,1
8328,의미없는 영상을 2시간30분동안본 것 같다. 후반부에 가서 뭔가 있겠지 하고 끝까지 봤으나..나에게는 역시 퍼즐조각처럼 딱딱 맞아 떨어지는 영화가 내입맛에 맞는듯..나이트워치 시리즈처럼 영화보단 소설이 대박이지만..,0
8329,훌륭해요.. 애들은 보지마세요,1
8330,여운이 길고 길다,1
8331,"트랜스포머따라해서1점, 재밌어서 +3점",0
8332,죽기전에 꼭 봐야할 영화. 기적은 먼곳에 있지않음을 설명해주는 영화,1
8333,고3때 비 내리던 어느날 단성사에서 보았던 잊지못할 추억의 명화!,1
8334,올해 꼭 봐야하는 영화 중에 하나!,1
8335,재밌다!,1
8336,매우 현실적인 배경을 그리고 있다. 세상이 이렇다.,1
8337,쓰레기같은 영화다 감독이란 새끼는 희생당한 장병들은 조롱하는 작자다.,0
8338,오랜만에 본 제대로 된 범죄스릴러~,1
8339,콩가루집안 미화영화. 이들은 과연 그후로 오래토록 잘 살았을까? 잘 산다면 더 무시무시하다.,0
8340,이 비슷한 소재로 만든 베스트극장이 훨 잼있더만...,0
8341,여애까지 본 외국 영화중 가장 웃겼던 영화 >_<,0
8342,아 홍수아였구나 이제알았네 ㅋㅋ 하도 고쳐서 ㅋㅋ,0
8343,인터넷 소설의 영화화의 한계 전반부에 유치한 코메디를 쓰다 후반부에 진지함이라니,0
8344,난 지루했는데..재미없다.,0
8345,신은 인내심을 바랄때 인내심을 주지 않고 그것을 얻을기회를 준다고? 틀렸다 둘다 주지 않는다 나약한 사람들아,0
8346,마돈나가 주연? 하하하ㅎㅎㅎ이 영화로 마돈나는 최악의 여우주연상을받았다는것만으로도 영화가 졸작이란걸알수있다^^,0
8347,서서히 잊혀지는 영화 잊혀지는 이유는 따로 있지 않다.,0
8348,9.5정도가 적절한평점인데 평점이너무낮아서 10점 정말이게8.74라니 말도안되 정말 감동,1
8349,크로스파이어? VGA 듀얼 연결하는 그것? 우걱우걱,0
8350,스로우 모션만 난무하는 ..,0
8351,브라질 영화는 처음인데 새롭고 통쾌했다,1
8352,패트릭 스웨이지를 위한 영화,0
8353,"아들이 마법천자문에 푹 빠져있는데 손오공이 주인공이라며 보고싶다네요,,",1
8354,기대하고 봤는데 뭐 따위지 ㅡㅡ 박평식 평가보다 더박하게 주고싶을정도임,0
8355,인종차별 노노해요ㅜ 한번쯤 꼭 봣으면하네요,1
8356,최악!!!!~~이걸보고 재밌다는 여자애덜정신세계가 이해가안감-_-,0
8357,영화 무지 재밌다. 먼저 책읽고 보도록,1
8358,밤벌레는 어둡지만 마지막에 애잔함이 안타까웠지만 그것도 좋았고 하룻밤은 귀여우면서도 20대 어른이되는 호된 신고식이 안타까우면서도 사랑스러웠다.,1
8359,오리지널 내용에 비해 믿을 수 없을 정도로 형편없는 구성과 스토리 하물며 전개도 개 뜬금없고 편하게 진행한 티가 난다. 진짜 팬으로서 개 실망 ㅡㅡ,0
8360,굿,0
8361,ㅎ나름 볼만 했어요~^^,1
8362,부끄러운 줄 모르고..,0
8363,재미는 있지만 이 드라마 보기전에 관련자료및 역사책 한번 쫙 훑어보고나서 드라마를 보는것을 추천한다. 볼땐 보더라도 진실된 사실은 알아야되지 않겠는가?? 당장 네이버 인물에 기황후만 검색해도 진실들이 나오니 기황후 검색해서 보는것을 추천한다.,0
8364,"ㅡ.,ㅡ; 뭐얌",0
8365,잼없다 첨으로 보면서 졸았다,0
8366,"그냥 쳐다만 보면 될정도 쉽지만, 군더더기 없이 잘짜여진 영화. 잼있음.",1
8367,이 영화를 보고나면 에드먼드가 그렇게 좋아하던 터키젤리가 먹고싶어진다.,1
8368,완전 재미있었어요(아주 웃겼음),1
8369,결과는 참패...시도는 좋았다,0
8370,평화의 시대보다 낫다,0
8371,이정도면 평점 만점받을 영화인데 다들 왜이러시나-_-..,1
8372,아니 왜 꼭 사람고기여야하나? 그많은 소고기를 보내지.... 그리고 왜 꼭 공전해야하나 인간의본성이라면 인간의 적인데. 전쟁하던가 생체실험에써야하는거아닌가..,0
8373,유튜브 <학교괴담> 잘보겠습니다.,1
8374,확실한 재미를 선사하는 고전 범죄 오락 영화,1
8375,0점을 못 주는게 한스러운 영화다.,0
8376,자비에 놀란의 뛰어난 연기를 보는것만으로 충분했다.,1
8377,지루하고 몰입감도 없다.,0
8378,재미있다ㅋ 재미써ㅋㅋ천공의성라퓨타 하고 비슷한데 ??ㅎ,1
8379,태안 앞바다를 오염시키고 태안 주민의 생계와 건강을 짓밟은 삼성을 상대로 싸워줄 사람은 어디 없을까?,1
8380,이거 실화였지 아마? .,0
8381,"단순한 에피소드 모음으로, 사춘기의 담론인 성적인 소재를 제외하면 영화가 아닌 일반 드라마의 느낌이 강하다. 지나치게 설명적이고 과장적이며 느린 편집으로 재미 반감. 10년이 지난 지금은 더욱 더.",0
8382,재밌겠당..~~,1
8383,"내용, 결말 쓰레기",0
8384,왠지 10점짜리가 알바같은 느낌이 강하게 들지.,0
8385,감동??ㅋ,1
8386,아직까지 기억에 남는 영화.,1
8387,제미있었고 잘보았습니다.,1
8388,마지막에 김서형이 바닥 안뜯어서 황당했음.;;,0
8389,첨엔재밌었는데 중간부터 정신병자집합소로 변신어디까지가나보자 하고 끝까지보는데볼때마다 어이가없더니 결과는 헐~~그래도습관처럼찾아봤던 ^^;; 왜 저렇게밖에못만들었을까,0
8390,디질레.ㅡㅡ+,0
8391,상어 인형티가 너무나 제작비가 후달렸나,0
8392,영화를 이렇게 독특하게 만들다니... 대단하다,1
8393,영화가 너무 평가절하 되있네. 평소에 고든 레빗 좋아해서 평점안보고 봤는데 7점대 초반까지는 아닌듯,1
8394,잼씀,1
8395,최고의 영화예요!!,1
8396,이게 뭐냐 ㅋㅋㅋㅋ 개박이야 ㅋㅋㅋㅋ,0
8397,우~~~~~,0
8398,흔들릴지언정 꺾이진 않으리라,1
8399,음악영화는 아니고요... 멜로 인데 지루해요...ㅜㅠ,0
8400,근디 제목 번역은 어느 바보가 한거여. 황당한 외계인? 유치하게시리.,0
8401,소방관들의 외상후 스트레스 걱정됩니다..이렇게 고생하는 님들이 계셔서 우리가 이렇게 살고 있습니다.. 감사합니다..제발 프로그램 없애지 마세요,1
8402,ebs에서해주는 재현극장보는줄..,0
8403,진짜 OOO 영화였다..,0
8404,쒯,0
8405,대단하다1시간40분이지루하지않았다와 진짜 ㅋㅋ,1
8406,아무 생각없이 보는게 나을것 같았다...,0
8407,아 진짜 머랄까 영화촬영기법이나 표현방법 그런것들이 매우 신선했다. 마지막에 총알을 녹이는 장면이 매우 인상깊다,1
8408,장난없네.. 기대안하고 그냥 봤다가 소름돋았다 ;; 오펀 천사의 게임이 별4개라면 이건 5개 주고싶다 진짜 재밌다,1
8409,"초동학교 6학년 때 처음 본 충격은 아직도 잊을 수 없다. 봉준호가 아니었음 탄생할 수 없는, 할리우드의 건물 파괴로만 가득찬 괴수 영화가 아닌, 한국식 괴수 영화.",1
8410,최고의 드라마,1
8411,"8점은 족히 받을수 있는 엔터테이닝 영화언젠가 헐리웃에서도 반칙왕, 장화*홍련같은 영화를 만드는 김지운 감독을 만나게 되길늙어버린 아놀드는 아직도 액션 영웅",1
8412,감독도 감독이지만 배우들 연기력이 최고 여진구도 최고,1
8413,마지막 결과는 무한 반복되는 공포임을 짐작하는거같아 나름 갠찮은거같았는데;; 솔직히;; 배우 너무 징징거리고 울고 시끄럽고.. 남배우는 너무 구역질만해되고;; 오히려 보는내내 너무 짜증났음;;,0
8414,특별한 의미도 없고 그렇다고 스릴이나 잔인함도 없는 영화. 이건 킬링타임도 안된다,0
8415,그냥 영화 스토리도 이상하고 코미디 라더니 보는내내 웃기지도 않고 이영화볼분 절대보지마요 돈낭비 시간낭비 그냥낭비,0
8416,"팀버튼의 영화를 정말 사랑하는 빅팬이지만, 빅피쉬는 정말 지루했다. 과하게 흘러넘치는 판타지는 마지막 감동의 장면을 느낌조차 오지 못하게 했다. 너무 지루해서 멀미할뻔했다. 빅피쉬보단 빅아이즈가 낫다.",0
8417,"갈피를 제대로 못잡는 것 같은 어수선한 내용전개,흥미롭지 못한 횡설수설 넋두리 재미없다...",0
8418,2편도 완죤 재밌어요..질리지 않는 영화..,1
8419,"""""""그 당시 최고 유명했던 스릴러. 몰입도 100%. 현재도 스토커같은 사람한테 이 """"""""미져리같은 X"""""""" 라 칭한다.""""""",1
8420,대체 이게모냐 ㅋㅋ 조잡함의 극치. 평소에 좋아하던 성룡의 경쾌한 액션도 눈에 안들어온다. 영화가 넘허접함. 최시원은 목소리가 두개냐? ㅋㅋ 중국어는 중국성우더빙. 영어는 자기목소리(?) ㅋㅋㅋ 최시원과 유승준은 그냥 잠깐나오구 들어가버리네 ㅋㅋ,0
8421,에어리언 아류.차라리 외계인이라하지.시나리오자체가 설득력 없고 비약 심하고 엉성,0
8422,내돈 내놔 OO들아.,0
8423,머냐 이거 욕만해대구... 어린노무시키가 담배 쳐빨고... 스릴러는 무슨 개뿔!! 긴장감 제로 보는 내내 욕만 나온다.왠만함 평 안쓰는데 한마디로 엿같다,0
8424,뮤지컬은 별로 않좋아 하지만 은근히 재밌네여! 애인과 헤어짐 만남!,1
8425,미국판 아프리카 노동자 이야기...스릴러이야기는 별로 없음 ㅠㅠ,0
8426,연기 종결자. 김희선 로봇,0
8427,재밌네ㅋㅋ두번봤음!!!,1
8428,"너무나도 뻔하게 조장한 긴장감, 불필요한 잠입씬, 허무하게 당하는 영웅, 양산되는 아이언맨...이제 더 이상 아이언맨은 특별하지 않다. 특히 결말부분은....더 이상 긴박감 넘치는 전투씬을 볼 수 없을것이다. 스타크는 집에서 누워서 조종이나 할테니까",0
8429,"처음에 소매치기 누명에서 부터 서커스 트라이아웃까지 계속 웃게된다. 특히 입단테스트때 진짜 웃김., 그리고 막판 곡예사 대신 줄타기할때 웃기지만 웃을수없는., 중간에 사자사건 , 흥분하는 말. 지금의 영상들은 뽑아낼 수 없는 필름.",1
8430,충분히 재밌다.지루한줄 모르고 봤다!,1
8431,ok,0
8432,"독립영화 스러운 스토리 음향, 배경 독백하면 있어보이는줄 아는 감동의 이상한 사상.",0
8433,감독님 죽이러갑니다,0
8434,한 가정의 행복이 얼마나 중요한지 자식을 통해 알만하다. 자식은 부모의 거울이다.,1
8435,전쟁 영화중에 가장 휴머니즘 적인 매시지가 담겨 있습니다^^,1
8436,위안부 할머니들의 아픔을 느낄수 있었던 영화,1
8437,"제목과 무관,영상미와 편집이 대박.포르노를기대한다면 꺼지삼.",1
8438,내생에 최고의 작품 만화보고 느낀점 많기는 처음,1
8439,정말 잘 만든 따뜻한 영화!,1
8440,홍콩영화의 낮은 기준으로도 이건 그냥 범작임.,0
8441,겁나 잘생김 알랑드롱,1
8442,관심 부탁드립니다. 감사합니다.,1
8443,뭐이런 배우빨 영화 진짜 핵노잼,0
8444,기분 더럽다.,0
8445,포근하고 따뜻한 영화였음.. 자동차를 소재로 이런 이야기를 끌어낼수 있다는데에 정말 경의를 표하고 싶다.,1
8446,힐러리 더프의 매력에 빠지다!!!,1
8447,bad,0
8448,말이 필요없는 포르노 영화라고 느꼈다.,0
8449,질질 끄는 거 빼면 10점 만점 최고!,1
8450,와...배우들의 연기는 말할 필요도 없고 정말 가슴 뭉클했던 영화.... 별 10개도 모자르다,1
8451,주인공들의 순수한 사랑이 정말 아름다운 영화,1
8452,그냥 시간떼우기용 영화 여자주인공하고 삼촌은 완전 람보에다 뻔하고 진부한 설정이 많은게 큰 단점. 그냥 빨리감기하면서 시간떼우기용으로 적당하다,0
8453,줄거리와 평점만 보고 낚인 영화...너무 머리 아프다,0
8454,유후,1
8455,평론가들 뇌는 있냐? 이걸 6점 7점 주고 앉아있네 허세말 써대면서,0
8456,처음으로 아가들이 집중해서 봤네요,1
8457,시간을 달리는소녀에 이어 명작 애니탄생,1
8458,엠마뉴엘 베아르의 매력 짱!,1
8459,진짜비오는날 은기가 마루한태하는 고백이랑 터널에서 은기가울면서 역주행을하고마루에차로 달려드는대 마루는 희미한미소를띄우고 은기는울고 이두장면이 제일명장면인듯,1
8460,아주 재밌게 봤지만 작은 날개짓으로 인한 태풍을 너무 비극적인 결과로만 몰아가는 억지스러움도 없지 않아 있었던 것 같은 느낌. 그래야 영화가 진행이 된다지만..,1
8461,아름다운 아내는 어디에..? 유럽영화 좋아하는데 이건 원작을 따라가려했던건지 각색하려햤던건지 이도저도 아닌 영화가 됐다. 감독 필모그래피 보아하니 당연한 결과인가,0
8462,멋진 영화이다..토키와 다카코 역시 이쁘다 -_-;,1
8463,진짜 이거 제대로 뷁.....코미디로써도 꽝이다;;,0
8464,김병조 다시 보고 싶다.,1
8465,정말 짐케리라 가능한 영화인듯..,1
8466,취향인지는 몰라도 내 마음에 쏙드는 영화. 앞으로도 한국영화계에 이런 작품들이 많이 나왔으면 하는 바램입니다.,1
8467,박보영은예전이나지금이나이쁨,0
8468,이건 완전 걸작이잖아~!!,1
8469,이 시리즈는 5분이상 웃기가 힘들다,0
8470,티비에서 해준거보고 빡쳐서 들어와서 쓴다 주인공커플 하는일 하나두없음 쫓기며 돌아다니기만하고 싸움중인 군인 불러대면서 구해달라 난리치고 주인공답게 뭐 하는것없어 답답해 죽겠는데 쓸데없이 화면은 느리게잡고 마지막엔 아오뽁쳐 엔딩화면뜨는데 온가족이 말잃음,0
8471,네이버 평점이 낮다고 해도 그것과 상관없이 좋은 영화였어요^^,1
8472,너무 잼나게 봣어요 ~~,1
8473,재밌다,1
8474,구혜선이하는건다재미없음..연기도못하는게..목소리도지겹다.불쌍해서별한개,0
8475,예수님 안믿으면 천국못갑니다.예수님 믿고 구원받읍시다.아멘!!,0
8476,잼없구 지루하구 시답잖다. 이딴걸 모하러 만드는지..,0
8477,다 좋았어요 빠짐없이 분위기도 색감도 음악도,1
8478,일본 정서의 흡수가 쉽지는 않았겠지만 이건 해도해도 너무해.,0
8479,괜찮은 소재와 매력적인 캐릭터를 가지고 대체 이런 영화를 만들수가 있는가? 감독의 역량과 시나리오의 밋밋함이 너무 아쉬운 영화. 리메이크 되길,0
8480,소매치기소재는 특이했지만 연기 몰입이안됨 뻔한스토리와 연출도 별로 유치하다 6.5점이면됨,0
8481,5점정도...평균이 높아서 1점줍니다. 5점이 적당해요...잼없음,0
8482,그냥 초능력영화 검색해서 봤는데 생각지도 못한 대박 재미 ㅋㅋ 강추!!!푸시 보고 이거 보니깜 푸시는 내용도 없고 감동도 없고 재미도 없고 평점주기도 아깝네,1
8483,괜찮네요... 비디오 빌려서 봤음,1
8484,매드맥스 2 이후 이 영화의 레이싱이 최고라 생각한다.최근 디바이드를 봐라. 영화냐?,1
8485,"만만치 않은 영화, 일본은 이런 걸작을 만들줄 안다..ㅋㅋ",1
8486,우리 중 누구에게나 일어 날 수 있는 일.. 여운이 많이 남는 영화다,1
8487,항상 대단한 감독... 다큐멘터리인데 재미있었어욬ㅋㅋㅋㅋㅋㅋ,1
8488,난졸라재밋게봣음,1
8489,내 인생 최고의 드라마. 20시간의 영화다 모든장면 모든대사가 완벽하다. 긴 여운에 아직도 빠담빠담하다.,1
8490,지들것도 아니면서 작작우겨라 독도도 문화도 ㅡㅡ,0
8491,처음부분에서 원인과 결말을 모두 예상가능..다 예상했어도 등골이 오싹하는 느낌을 받을 수 있음.나름 재밌네요. 한번 보세요~,1
